HCPCS:00142	HCPCS:85025,HCPCS:36415,HCPCS:93005,HCPCS:80053,HCPCS:80048,HCPCS:99284,HCPCS:85610,HCPCS:84484,HCPCS:J2250,HCPCS:J3010,HCPCS:82553,HCPCS:99285,HCPCS:99283,HCPCS:82550,HCPCS:71020,HCPCS:A9270,HCPCS:88305,HCPCS:85730,HCPCS:J2405,HCPCS:96374,HCPCS:81001,HCPCS:85027,HCPCS:71010,HCPCS:82962,HCPCS:83735,HCPCS:G0378,HCPCS:96365,HCPCS:Q9967,HCPCS:94640,HCPCS:J1644,HCPCS:J0690,HCPCS:90774,HCPCS:86901,HCPCS:70450,HCPCS:C1769,HCPCS:83880,HCPCS:83690,HCPCS:J2270,HCPCS:96375,HCPCS:99282,HCPCS:96372,HCPCS:82565,HCPCS:96413,HCPCS:87086,HCPCS:87040,HCPCS:82150,HCPCS:81003,HCPCS:66984,HCPCS:36430,HCPCS:J7120,HCPCS:84100,HCPCS:83874,HCPCS:84443,HCPCS:43239,HCPCS:87077,HCPCS:80076,HCPCS:J7030,HCPCS:99212,HCPCS:97110,HCPCS:86900,HCPCS:74160,HCPCS:J1956,HCPCS:J1885,HCPCS:J1100,HCPCS:94760,HCPCS:90775,HCPCS:90765,HCPCS:J1170,HCPCS:C1887,HCPCS:96361,HCPCS:93545,HCPCS:87186,HCPCS:82947,HCPCS:80061,HCPCS:80051,HCPCS:71260,HCPCS:P9016,HCPCS:J7040,HCPCS:J1650,HCPCS:J0170,HCPCS:C1894,HCPCS:99213,HCPCS:97001,HCPCS:96376,HCPCS:96366,HCPCS:93555,HCPCS:90772,HCPCS:84520,HCPCS:84132,HCPCS:82948,HCPCS:77003,HCPCS:72193,HCPCS:62311,HCPCS:45380,HCPCS:J2765,HCPCS:J2001,HCPCS:96415,HCPCS:94761,HCPCS:93556,HCPCS:93510,HCPCS:93017,HCPCS:85014,HCPCS:J7050,HCPCS:J3490,HCPCS:J3370,HCPCS:J1642,HCPCS:C1760,HCPCS:93543,HCPCS:90471,HCPCS:87070,HCPCS:86850,HCPCS:85007,HCPCS:83615,HCPCS:82248,HCPCS:80101,HCPCS:78480,HCPCS:78465,HCPCS:45385,HCPCS:J7506,HCPCS:J1200,HCPCS:C1725,HCPCS:99211,HCPCS:88307,HCPCS:88304,HCPCS:87205,HCPCS:86920,HCPCS:84295,HCPCS:82803,HCPCS:74170,HCPCS:72125,HCPCS:45378,HCPCS:36600,HCPCS:36591,HCPCS:J2710,HCPCS:J0696,HCPCS:J0330,HCPCS:C1781,HCPCS:99214,HCPCS:97597,HCPCS:97140,HCPCS:97035,HCPCS:90870,HCPCS:88331,HCPCS:87116,HCPCS:87102,HCPCS:87088,HCPCS:87081,HCPCS:85379,HCPCS:85018,HCPCS:84450,HCPCS:74022,HCPCS:73630,HCPCS:72192,HCPCS:J2175,HCPCS:J1756,HCPCS:J0885,HCPCS:G0269,HCPCS:G0121,HCPCS:C1876,HCPCS:C1751,HCPCS:C1729,HCPCS:C1300,HCPCS:99291,HCPCS:96523,HCPCS:96417,HCPCS:96367,HCPCS:96360,HCPCS:90761,HCPCS:86304,HCPCS:85347,HCPCS:84550,HCPCS:84439,HCPCS:82607,HCPCS:82055,HCPCS:81000,HCPCS:77002,HCPCS:76000,HCPCS:64483,HCPCS:51702
HCPCS:00300	HCPCS:85025,HCPCS:80053,HCPCS:36415,HCPCS:99284,HCPCS:85610,HCPCS:J3010,HCPCS:93005,HCPCS:82550,HCPCS:99283,HCPCS:84484,HCPCS:43239
HCPCS:00400	HCPCS:85025,HCPCS:93005,HCPCS:80053,HCPCS:36415,HCPCS:80048,HCPCS:85610,HCPCS:J3010,HCPCS:J2250,HCPCS:82550,HCPCS:99284,HCPCS:99283,HCPCS:84484,HCPCS:J2405,HCPCS:A9270,HCPCS:82553,HCPCS:71020,HCPCS:Q9967,HCPCS:71010,HCPCS:96374,HCPCS:83880,HCPCS:82150,HCPCS:J7030,HCPCS:90775,HCPCS:85730,HCPCS:83690,HCPCS:J2270,HCPCS:99285,HCPCS:96375,HCPCS:93017,HCPCS:88305,HCPCS:86900,HCPCS:82565,HCPCS:J2001,HCPCS:J0330,HCPCS:G0283,HCPCS:96376,HCPCS:87070,HCPCS:87040,HCPCS:86901,HCPCS:85018,HCPCS:84520,HCPCS:83735,HCPCS:81001,HCPCS:70450
HCPCS:00532	HCPCS:85025,HCPCS:36415,HCPCS:80048,HCPCS:G0378,HCPCS:80053,HCPCS:93005,HCPCS:83735,HCPCS:A9270,HCPCS:99284,HCPCS:84484,HCPCS:71020,HCPCS:Q9967,HCPCS:99285,HCPCS:96374,HCPCS:85730,HCPCS:85610,HCPCS:82550
HCPCS:0073T	HCPCS:77417,HCPCS:77336,HCPCS:77427,HCPCS:77280,HCPCS:77418,HCPCS:77421,HCPCS:77334,HCPCS:80061,HCPCS:36415,HCPCS:80048,HCPCS:76950,HCPCS:85025,HCPCS:80053,HCPCS:77263,HCPCS:77414,HCPCS:85610,HCPCS:77413,HCPCS:82565,HCPCS:77014,HCPCS:83036,HCPCS:84443,HCPCS:82947,HCPCS:99213,HCPCS:93005,HCPCS:85027,HCPCS:J3010,HCPCS:85730,HCPCS:84450,HCPCS:J2405,HCPCS:99283,HCPCS:99212,HCPCS:96375,HCPCS:85014,HCPCS:84520,HCPCS:84460,HCPCS:84100,HCPCS:82550,HCPCS:81001,HCPCS:77290,HCPCS:74000
HCPCS:00740	HCPCS:85025,HCPCS:36415,HCPCS:93005,HCPCS:85610,HCPCS:84484,HCPCS:J2250,HCPCS:80053,HCPCS:80048,HCPCS:99283,HCPCS:J3010,HCPCS:99284,HCPCS:A9270,HCPCS:88305,HCPCS:85730,HCPCS:96374,HCPCS:82550,HCPCS:71020,HCPCS:71010,HCPCS:Q9967,HCPCS:J2405,HCPCS:96375,HCPCS:82553,HCPCS:90765,HCPCS:85027,HCPCS:81003,HCPCS:81001,HCPCS:J7030,HCPCS:96372,HCPCS:83880,HCPCS:99285,HCPCS:87086,HCPCS:J2001,HCPCS:96365,HCPCS:86900,HCPCS:83690,HCPCS:J7120,HCPCS:C1769,HCPCS:99282,HCPCS:90775,HCPCS:90774,HCPCS:87077,HCPCS:83036,HCPCS:82040,HCPCS:70450,HCPCS:J3490,HCPCS:J1885,HCPCS:J1644,HCPCS:J0690,HCPCS:G0378,HCPCS:96413,HCPCS:94640,HCPCS:93545,HCPCS:90772,HCPCS:87186,HCPCS:85379,HCPCS:84520,HCPCS:82947,HCPCS:80061,HCPCS:72193,HCPCS:72192,HCPCS:11042,HCPCS:C1725,HCPCS:99281,HCPCS:97110,HCPCS:93017,HCPCS:90760,HCPCS:87081,HCPCS:87040,HCPCS:86901,HCPCS:86140,HCPCS:84132,HCPCS:83874,HCPCS:83735,HCPCS:83615,HCPCS:82962,HCPCS:82435,HCPCS:78465,HCPCS:73630,HCPCS:66984,HCPCS:36430
HCPCS:00750	HCPCS:36415,HCPCS:85025,HCPCS:85610,HCPCS:J3010,HCPCS:A9270,HCPCS:96375,HCPCS:80048,HCPCS:J2250,HCPCS:93005,HCPCS:88305,HCPCS:84484,HCPCS:81001,HCPCS:J2405,HCPCS:99285,HCPCS:83690,HCPCS:80053
HCPCS:00790	HCPCS:36415,HCPCS:85025,HCPCS:80048,HCPCS:80053,HCPCS:93005,HCPCS:82553,HCPCS:99284,HCPCS:84484,HCPCS:99283,HCPCS:85730,HCPCS:Q9967,HCPCS:A9270,HCPCS:81001,HCPCS:J2250,HCPCS:85610,HCPCS:J3010,HCPCS:J2405,HCPCS:96374,HCPCS:85027,HCPCS:83880,HCPCS:71010,HCPCS:99285,HCPCS:J0690,HCPCS:G0378,HCPCS:96365,HCPCS:88305,HCPCS:82962,HCPCS:82948,HCPCS:82550,HCPCS:71020,HCPCS:70450,HCPCS:J7050,HCPCS:96375,HCPCS:96361,HCPCS:90765,HCPCS:84132,HCPCS:83735
HCPCS:00810	HCPCS:36415,HCPCS:85025,HCPCS:93005,HCPCS:80053,HCPCS:84484,HCPCS:80048,HCPCS:85610,HCPCS:J2250,HCPCS:99284,HCPCS:99283,HCPCS:71010,HCPCS:A9270,HCPCS:71020,HCPCS:82550,HCPCS:88305,HCPCS:J3010,HCPCS:85730,HCPCS:96374,HCPCS:82553,HCPCS:Q9967,HCPCS:G0378,HCPCS:99285,HCPCS:J2405,HCPCS:96372,HCPCS:83880,HCPCS:J0690,HCPCS:81001,HCPCS:83735,HCPCS:81003,HCPCS:85027,HCPCS:70450,HCPCS:A4657,HCPCS:96375,HCPCS:96361,HCPCS:86901,HCPCS:96365,HCPCS:94760,HCPCS:94640,HCPCS:43239,HCPCS:J7120,HCPCS:J2001,HCPCS:J1200,HCPCS:87040,HCPCS:83690,HCPCS:82947,HCPCS:J7030,HCPCS:82962,HCPCS:72193,HCPCS:66984,HCPCS:C1769,HCPCS:86900,HCPCS:84520,HCPCS:84100,HCPCS:45378,HCPCS:J3490,HCPCS:J1100,HCPCS:90774,HCPCS:87088,HCPCS:84132,HCPCS:J2270,HCPCS:99213,HCPCS:99212,HCPCS:97110,HCPCS:82565,HCPCS:82150,HCPCS:80051,HCPCS:36430,HCPCS:Q4081,HCPCS:J7050,HCPCS:J1956,HCPCS:J1644,HCPCS:C1894,HCPCS:C1887,HCPCS:99282,HCPCS:90772,HCPCS:74160,HCPCS:J2550,HCPCS:J2175,HCPCS:87086,HCPCS:86850,HCPCS:84443,HCPCS:83874,HCPCS:77003,HCPCS:J1650,HCPCS:A9502,HCPCS:99211,HCPCS:96360,HCPCS:90775,HCPCS:90471,HCPCS:88307,HCPCS:87077,HCPCS:85018,HCPCS:83615,HCPCS:82948,HCPCS:80076,HCPCS:76942,HCPCS:74150,HCPCS:72100,HCPCS:J1170,HCPCS:J0692,HCPCS:G0269,HCPCS:96415,HCPCS:96413,HCPCS:94761,HCPCS:93555,HCPCS:93545,HCPCS:93543,HCPCS:90766,HCPCS:90765,HCPCS:90760,HCPCS:88331,HCPCS:88313,HCPCS:87186,HCPCS:85379,HCPCS:85007,HCPCS:82247,HCPCS:45385,HCPCS:Q9966,HCPCS:Q9965,HCPCS:J3370,HCPCS:J1885,HCPCS:J1642,HCPCS:J0330,HCPCS:J0170,HCPCS:A9500,HCPCS:96417,HCPCS:96376,HCPCS:93510,HCPCS:90718,HCPCS:88342,HCPCS:87205,HCPCS:87070,HCPCS:86920,HCPCS:80101,HCPCS:77418,HCPCS:73630,HCPCS:73030,HCPCS:70486,HCPCS:V2632,HCPCS:J3301,HCPCS:J2930,HCPCS:J1745,HCPCS:J1040,HCPCS:C1760,HCPCS:C1725,HCPCS:99214,HCPCS:97602,HCPCS:97140,HCPCS:97001,HCPCS:96367,HCPCS:93556,HCPCS:93017,HCPCS:93010,HCPCS:90761,HCPCS:90714,HCPCS:88312,HCPCS:88304,HCPCS:87116,HCPCS:85651,HCPCS:85014,HCPCS:82435,HCPCS:81002,HCPCS:80185,HCPCS:80061,HCPCS:78465,HCPCS:76705,HCPCS:74022,HCPCS:73510,HCPCS:73110,HCPCS:72131,HCPCS:72125,HCPCS:71275,HCPCS:71260,HCPCS:45380,HCPCS:36591
HCPCS:00830	HCPCS:36415,HCPCS:85025,HCPCS:80048,HCPCS:93005,HCPCS:85610,HCPCS:82550,HCPCS:84484,HCPCS:J3010,HCPCS:J2405,HCPCS:99284,HCPCS:85730,HCPCS:80053,HCPCS:Q9967,HCPCS:83880,HCPCS:99283,HCPCS:88305,HCPCS:J1644,HCPCS:G0378,HCPCS:A9270,HCPCS:99285,HCPCS:88304,HCPCS:82553
